,SOURCE,TARGET,VOTE,RESULT
3760,Dr.K.,Bbb23,1,1
3761,Swarm,Bbb23,1,1
3762,Jenks24,Bbb23,1,1
3763,Nomoskedasticity,Bbb23,1,1
3764,Minimac,Bbb23,1,1
3765,Callanecc,Bbb23,1,1
3766,Hahc21,Bbb23,1,1
3767,Bgwhite,Bbb23,1,1
3768,Valenciano,Bbb23,1,1
3769,Mike 7,Bbb23,1,1
3770,Ymblanter,Bbb23,1,1
3771,Jusdafax,Bbb23,1,1
3772,OohBunnies!,Bbb23,1,1
3773,Malcolmxl5,Bbb23,1,1
3774,IRWolfie-,Bbb23,1,1
3775,Elockid,Bbb23,1,1
3776,Siawase,Bbb23,1,1
3777,Cyberpower678,Bbb23,1,1
3778,IShadowed,Bbb23,1,1
3779,Edinburgh Wanderer,Bbb23,1,1
3780,MarnetteD,Bbb23,1,1
3781,Ponyo,Bbb23,1,1
3782,HueSatLum,Bbb23,1,1
3783,Joe Decker,Bbb23,1,1
3784,Gilderien,Bbb23,1,1
3785,Dank,Bbb23,1,1
3786,Monty845,Bbb23,1,1
3787,Kevin Gorman,Bbb23,1,1
3788,Mysterytrey,Bbb23,1,1
3789,Ajraddatz,Bbb23,1,1
3790,Trusilver,Bbb23,1,1
3791,Axl,Bbb23,1,1
3792,Chip123456,Bbb23,1,1
3793,Torreslfchero,Bbb23,1,1
3794,EdJohnston,Bbb23,1,1
3795,Hiberniantears,Bbb23,1,1
3796,AutomaticStrikeout,Bbb23,1,1
3797,DoriSmith,Bbb23,1,1
3798,Nolelover,Bbb23,1,1
3799,Ihardlythinkso,Bbb23,1,1
3800,Pharaoh of the Wizards,Bbb23,1,1
3801,MONGO,Bbb23,1,1
3802,Adjwilley,Bbb23,1,1
3803,S Marshall,Bbb23,1,1
3804,MichaelQSchmidt,Bbb23,1,1
3805,Glrx,Bbb23,1,1
3806,Ishdarian,Bbb23,1,1
3807,28bytes,Bbb23,1,1
3808,OlEnglish,Bbb23,1,1
3809,Mr. Stradivarius,Bbb23,1,1
3810,Vibhijain,Bbb23,1,1
3811,Electriccatfish2,Bbb23,1,1
3812,MelanieN,Bbb23,1,1
3813,Berean Hunter,Bbb23,1,1
3814,Nomader,Bbb23,1,1
3815,The Interior,Bbb23,1,1
3816,Carrite,Bbb23,1,1
3817,Wsiegmund,Bbb23,1,1
3818,Cailil,Bbb23,1,1
3819,Binksternet,Bbb23,1,1
3820,Zad68,Bbb23,1,1
3821,ItsZippy,Bbb23,1,1
3822,Cindamuse,Bbb23,1,1
3823,Toa Nidhiki05,Bbb23,1,1
3824,Fetchcomms,Bbb23,1,1
3825,kelapstick,Bbb23,1,1
3826,Collect,Bbb23,1,1
3827,Rjd0060,Bbb23,1,1
3828,Keilana,Bbb23,1,1
3829,Sparklism,Bbb23,1,1
3830,Brookie,Bbb23,1,1
3831,Salvio  giuliano,Bbb23,1,1
3832,Peridon,Bbb23,1,1
3833,Crisco 1492,Bbb23,1,1
3834,Maunus,Bbb23,1,1
3835,Bishonen,Bbb23,1,1
3836,Scottywong,Bbb23,1,1
3837,SarekOfVulcan,Bbb23,1,1
3838,Newyorkbrad,Bbb23,1,1
3839,MastCell,Bbb23,1,1
3840,Jorgath,Bbb23,1,1
3841,BusterD,Bbb23,1,1
3842,Anbu121,Bbb23,1,1
3843,Bwilkins,Bbb23,1,1
3844,Elizium23,Bbb23,1,1
3845,Vertium,Bbb23,1,1
3846,Daniel Case,Bbb23,1,1
3847,kennedy,Bbb23,1,1
3848,RP459,Bbb23,1,1
3849,John,Bbb23,1,1
3850,Daniel,Bbb23,1,1
3851,Kafka Liz,Bbb23,1,1
3852,Starblind,Bbb23,1,1
3853,Wifione,Bbb23,1,1
3854,ChrisGualtieri,Bbb23,1,1
3855,GimliDotNet,Bbb23,1,1
3856,,Bbb23,1,1
3857,Riley Huntley,Bbb23,1,1
3858,Pedro,Bbb23,1,1
3859,Orangemike,Bbb23,1,1
3860,Isarra,Bbb23,1,1
3861,Joefromrandb,Bbb23,1,1
3862,And Adoil Descended,Bbb23,1,1
3863,Beyond My Ken,Bbb23,1,1
3864,Thumperward,Bbb23,1,1
3865,Bluerasberry,Bbb23,1,1
3866,Ret.Prof,Bbb23,1,1
3867,Tryptofish,Bbb23,1,1
3868,Dwaipayanc,Bbb23,1,1
3869,Anderson9990,Bbb23,1,1
3870,Boing! said Zebedee,Bbb23,1,1
3871,Fasttimes68,Bbb23,1,1
3872,Mabdul,Bbb23,1,1
3873,RegentsPark,Bbb23,1,1
3874,Steven Zhang,Bbb23,1,1
3875,Someguy1221,Bbb23,1,1
3876,GiantSnowman,Bbb23,1,1
3877,Demiurge1000,Bbb23,1,1
3878,TheGeneralUser,Bbb23,1,1
3879,Youreallycan,Bbb23,-1,1
3880,Tamsier,Bbb23,-1,1
3881,Portillo,Bbb23,-1,1
3882,Colonel Warden,Bbb23,-1,1
3883,Hipocrite,Bbb23,-1,1
3884,Keepscases,Bbb23,-1,1
3885,Cube lurker,Bbb23,-1,1
3886,Kiefer.Wolfowitz,Bbb23,-1,1
3887,Hobit,Bbb23,-1,1
3888,Malleus Fatuorum,Bbb23,-1,1
3889,WereSpielChequers,Bbb23,-1,1
3890,Shawn in Montreal,Bbb23,-1,1
3891,ThaddeusB,Bbb23,-1,1
3892,Paul Erik,Bbb23,-1,1
3893,DGG,Bbb23,-1,1
3894,Ktr101,Bbb23,-1,1
3895,Johnbod,Bbb23,-1,1
3896,GabeMc,Bbb23,0,1
3897,KTC,Bbb23,0,1
3898,My76Strat,Bbb23,0,1
3899,Wehwalt,Bbb23,0,1
3900,SilkTork,Bbb23,0,1
3901,Graeme Bartlett,Bbb23,0,1
3902,Intothatdarkness,Bbb23,0,1
3903,,Bbb23,0,1
3904,Coren,Berean Hunter,1,1
3905,Steven Zhang,Berean Hunter,1,1
3906,DoRD,Berean Hunter,1,1
3907,Anderson9990,Berean Hunter,1,1
3908,Frood,Berean Hunter,1,1
3909,Dennis Brown,Berean Hunter,1,1
3910,Moriori,Berean Hunter,1,1
3911,SarahStierch,Berean Hunter,1,1
3912,GiantSnowman,Berean Hunter,1,1
3913,QuiteUnusual,Berean Hunter,1,1
3914,My76Strat,Berean Hunter,1,1
3915,Trusilver,Berean Hunter,1,1
3916,The Blade of the Northern Lights,Berean Hunter,1,1
3917,Egg Centric,Berean Hunter,1,1
3918,Edinburgh Wanderer,Berean Hunter,1,1
3919,Dank,Berean Hunter,1,1
3920,Kudpung,Berean Hunter,1,1
3921,Calmer Waters,Berean Hunter,1,1
3922,Drmies,Berean Hunter,1,1
3923,Mysterytrey,Berean Hunter,1,1
3924,Monty845,Berean Hunter,1,1
3925,Morning Sunshine,Berean Hunter,1,1
3926,Someguy1221,Berean Hunter,1,1
3927,Casliber,Berean Hunter,1,1
3928,Boing! said Zebedee,Berean Hunter,1,1
3929,SmokeyJoe,Berean Hunter,1,1
3930,Kiefer.Wolfowitz,Berean Hunter,1,1
3931,Peridon,Berean Hunter,1,1
3932,Arcandam,Berean Hunter,1,1
3933,MelanieN,Berean Hunter,1,1
3934,Timotheus Canens,Berean Hunter,1,1
3935,Acroterion,Berean Hunter,1,1
3936,Yngvadottir,Berean Hunter,1,1
3937,EdJohnston,Berean Hunter,1,1
3938,Joe Decker,Berean Hunter,1,1
3939,Keilana,Berean Hunter,1,1
3940,Bbb23,Berean Hunter,1,1
3941,Courcelles,Berean Hunter,1,1
3942,Volunteer Marek,Berean Hunter,1,1
3943,HueSatLum,Berean Hunter,1,1
3944,Pedro,Berean Hunter,1,1
3945,Diannaa,Berean Hunter,1,1
3946,Wayne Slam,Berean Hunter,1,1
3947,Crisco 1492,Berean Hunter,1,1
3948,TCO,Berean Hunter,1,1
3949,Buster7,Berean Hunter,1,1
3950,Aude,Berean Hunter,1,1
3951,Fetchcomms,Berean Hunter,1,1
3952,Ponyo,Berean Hunter,1,1
3953,AutomaticStrikeout,Berean Hunter,1,1
3954,Ktr101,Berean Hunter,1,1
3955,Carrite,Berean Hunter,1,1
3956,Riley Huntley,Berean Hunter,1,1
3957,Xymmax,Berean Hunter,1,1
3958,Electriccatfish2,Berean Hunter,1,1
3959,AGK,Berean Hunter,1,1
3960,Lord Roem,Berean Hunter,1,1
3961,A. B.,Berean Hunter,1,1
3962,Elen of the Roads,Berean Hunter,1,1
3963,Axl,Berean Hunter,1,1
3964,Chip123456,Berean Hunter,1,1
3965,Cullen328,Berean Hunter,1,1
3966,Thumperward,Berean Hunter,1,1
3967,Secret,Berean Hunter,1,1
3968,Pundit,Berean Hunter,1,1
3969,Wagino 20100516,Berean Hunter,1,1
3970,Σ,Berean Hunter,1,1
3971,OlEnglish,Berean Hunter,1,1
3972,Connormah,Berean Hunter,1,1
3973,Alanscottwalker,Berean Hunter,1,1
3974,Nikkimaria,Berean Hunter,1,1
3975,Kilopi,Berean Hunter,1,1
3976,Stephen,Berean Hunter,1,1
3977,Adjwilley,Berean Hunter,1,1
3978,Gogo Dodo,Berean Hunter,1,1
3979,Master&Expert,Berean Hunter,1,1
3980,Cindamuse,Berean Hunter,1,1
3981,Jafeluv,Berean Hunter,1,1
3982,Mabdul,Berean Hunter,1,1
3983,SilkTork,Berean Hunter,1,1
3984,Torreslfchero,Berean Hunter,1,1
3985,Mr. Stradivarius,Berean Hunter,1,1
3986,John,Berean Hunter,1,1
3987,Cyberpower678,Berean Hunter,1,1
3988,Ryan Vesey,Berean Hunter,1,1
3989,Risker,Berean Hunter,1,1
3990,Newyorkbrad,Berean Hunter,1,1
3991,Hahc21,Berean Hunter,1,1
3992,MONGO,Berean Hunter,1,1
3993,Strike Eagle,Berean Hunter,1,1
3994,Ymblanter,Berean Hunter,1,1
3995,Philosopher,Berean Hunter,1,1
3996,Isarra,Berean Hunter,1,1
3997,Andrew Gray,Berean Hunter,1,1
3998,BD2412,Berean Hunter,1,1
3999,Rschen7754,Berean Hunter,1,1
4000,Ched Davis,Berean Hunter,1,1
4001,IShadowed,Berean Hunter,1,1
4002,Hu12,Berean Hunter,1,1
4003,The ed17,Berean Hunter,1,1
4004,Dreadstar,Berean Hunter,1,1
4005,Elockid,Berean Hunter,1,1
4006,Steven Walling,Berean Hunter,1,1
4007,Sparklism,Berean Hunter,1,1
4008,Dweller,Berean Hunter,1,1
4009,DBigXray,Berean Hunter,1,1
4010,Ceradon,Berean Hunter,1,1
4011,RP459,Berean Hunter,1,1
4012,MastCell,Berean Hunter,1,1
4013,DeltaQuad,Berean Hunter,1,1
4014,Mark Arsten,Berean Hunter,1,1
4015,IRWolfie-,Berean Hunter,1,1
4016,GabeMc,Berean Hunter,1,1
4017,Jorgath,Berean Hunter,1,1
4018,Doc9871,Berean Hunter,1,1
4019,Keepscases,Berean Hunter,1,1
4020,Orlady,Berean Hunter,1,1
4021,Kumioko,Berean Hunter,1,1
4022,BusterD,Berean Hunter,1,1
4023,Vertium,Berean Hunter,1,1
4024,SlimVirgin,Berean Hunter,1,1
4025,Rich Farmbrough,Berean Hunter,1,1
4026,Jusdafax,Berean Hunter,1,1
4027,DoriSmith,Berean Hunter,1,1
4028,Vibhijain,Berean Hunter,1,1
4029,Wizardman,Berean Hunter,1,1
4030,Mlpearc,Berean Hunter,1,1
4031,Glrx,Berean Hunter,1,1
4032,Phantomsteve,Berean Hunter,1,1
4033,Mike 7,Berean Hunter,1,1
4034,MarnetteD,Berean Hunter,1,1
4035,Jasper Deng,Berean Hunter,1,1
4036,Wifione,Berean Hunter,1,1
4037,Callanecc,Berean Hunter,1,1
4038,Skier Dude,Berean Hunter,1,1
4039,SudoGhost,Berean Hunter,1,1
4040,Nouniquenames,Berean Hunter,1,1
4041,Bluerasberry,Berean Hunter,1,1
4042,Ged UK,Berean Hunter,1,1
4043,AlexiusHoratius,Berean Hunter,1,1
4044,Michael Anon,Berean Hunter,1,1
4045,AniMate,Berean Hunter,1,1
4046,Ultraexactzz,Berean Hunter,1,1
4047,Binksternet,Berean Hunter,1,1
4048,WereSpielChequers,Berean Hunter,1,1
4049,28bytes,Berean Hunter,1,1
4050,Slon02,Berean Hunter,1,1
4051,Scray,Berean Hunter,1,1
4052,Jedd Raynier,Berean Hunter,1,1
4053,TheSpecialUser,Berean Hunter,1,1
4054,Pharaoh of the Wizards,Berean Hunter,1,1
4055,Dru of Id,Berean Hunter,1,1
4056,Jac16888,Berean Hunter,1,1
4057,TheGeneralUser,Berean Hunter,1,1
4058,Joefromrandb,Berean Hunter,1,1
4059,KTC,Berean Hunter,1,1
4060,Acalamari,Berean Hunter,1,1
4061,Tryptofish,Berean Hunter,1,1
4062,WikiPuppies,Berean Hunter,1,1
4063,SarekOfVulcan,Berean Hunter,1,1
4064,Graeme Bartlett,Bgwhite,1,1
4065,Magioladitis,Bgwhite,1,1
4066,Brookie,Bgwhite,1,1
4067,Kurtis,Bgwhite,1,1
4068,Titodutta,Bgwhite,1,1
4069,Stalwart111,Bgwhite,1,1
4070,Deb,Bgwhite,1,1
4071,Hex,Bgwhite,1,1
4072,Nyttend,Bgwhite,1,1
4073,Torreslfchero,Bgwhite,1,1
4074,Begoon,Bgwhite,1,1
4075,kelapstick,Bgwhite,1,1
4076,Dank,Bgwhite,1,1
4077,BuickCenturyDriver,Bgwhite,1,1
4078,AutomaticStrikeout,Bgwhite,1,1
4079,The Interior,Bgwhite,1,1
4080,Rcsprinter123,Bgwhite,1,1
4081,Dwaipayanc,Bgwhite,1,1
4082,Nouniquenames,Bgwhite,1,1
4083,Philosopher,Bgwhite,1,1
4084,Thine Antique Pen,Bgwhite,1,1
4085,Valenciano,Bgwhite,1,1
4086,Scottywong,Bgwhite,1,1
4087,LadyofShalott,Bgwhite,1,1
4088,Filelakeshoe,Bgwhite,1,1
4089,Joe Decker,Bgwhite,1,1
4090,Drmies,Bgwhite,1,1
4091,Newyorkbrad,Bgwhite,1,1
4092,Reaper Eternal,Bgwhite,1,1
4093,Someguy1221,Bgwhite,1,1
4094,Kumioko,Bgwhite,1,1
4095,Go Phightins!,Bgwhite,1,1
4096,Moe Epsilon,Bgwhite,1,1
4097,GiantSnowman,Bgwhite,1,1
4098,Kierzek,Bgwhite,1,1
4099,Rotten regard,Bgwhite,1,1
4100,PaleAqua,Bgwhite,1,1
4101,DoriSmith,Bgwhite,1,1
4102,Eagles247,Bgwhite,1,1
4103,Mandarax,Bgwhite,1,1
4104,Slon02,Bgwhite,1,1
4105,Stephen,Bgwhite,1,1
4106,GabeMc,Bgwhite,1,1
4107,Hahc21,Bgwhite,1,1
4108,Vacation9,Bgwhite,1,1
4109,TBrandley,Bgwhite,1,1
4110,Miniapolis,Bgwhite,1,1
4111,Bbb23,Bgwhite,1,1
4112,Webclient101,Bgwhite,1,1
4113,Callanecc,Bgwhite,1,1
4114,King of Hearts,Bgwhite,1,1
4115,Swarm,Bgwhite,1,1
4116,TParis,Bgwhite,1,1
4117,Peridon,Bgwhite,1,1
4118,A7x,Bgwhite,1,1
4119,CharlieEchoTango,Bgwhite,1,1
4120,J36miles,Bgwhite,1,1
4121,Sue Rangell,Bgwhite,1,1
4122,Adjwilley,Bgwhite,1,1
4123,Axl,Bgwhite,1,1
4124,Secret,Bgwhite,1,1
4125,MrX,Bgwhite,1,1
4126,Mlpearc,Bgwhite,1,1
4127,Nick-D,Bgwhite,1,1
4128,Spencer,Bgwhite,1,1
4129,Dirtlawyer1,Bgwhite,1,1
4130,Bmusician,Bgwhite,1,1
4131,Sparklism,Bgwhite,1,1
4132,Mabdul,Bgwhite,1,1
4133,SilkTork,Bgwhite,1,1
4134,RP459,Bgwhite,1,1
4135,Lord Roem,Bgwhite,1,1
4136,The Anonymouse,Bgwhite,1,1
4137,Carrite,Bgwhite,1,1
4138,Roger Davies,Bgwhite,1,1
4139,Beeblebrox,Bgwhite,1,1
4140,Townlake,Bgwhite,1,1
4141,The ed17,Bgwhite,1,1
4142,Saedon,Bgwhite,1,1
4143,Doc9871,Bgwhite,1,1
4144,Morning Sunshine,Bgwhite,1,1
4145,Makecat,Bgwhite,1,1
4146,Ponyo,Bgwhite,1,1
4147,Mark91,Bgwhite,1,1
4148,Ktr101,Bgwhite,1,1
4149,ZappaOMati,Bgwhite,1,1
4150,Wizardman,Bgwhite,1,1
4151,Kiefer.Wolfowitz,Bgwhite,1,1
4152,Mr. Stradivarius,Bgwhite,1,1
4153,Royalbroil,Bgwhite,1,1
4154,Kusma,Bgwhite,1,1
4155,Riley Huntley,Bgwhite,1,1
4156,Dentalplanlisa,Bgwhite,1,1
4157,ansumang,Bgwhite,1,1
4158,Bzweebl,Bgwhite,1,1
4159,Rzuwig,Bgwhite,1,1
4160,MONGO,Bgwhite,1,1
4161,Pharaoh of the Wizards,Bgwhite,1,1
4162,Mediran,Bgwhite,1,1
4163,Wikiwind,Bgwhite,1,1
4164,Kudpung,Bgwhite,1,1
4165,Ret.Prof,Bgwhite,1,1
4166,Tryptofish,Bgwhite,1,1
4167,C678,Bgwhite,1,1
4168,Gerda Arendt,Bgwhite,1,1
4169,Mike 7,Bgwhite,1,1
4170,Salih,Bgwhite,1,1
4171,INeverCry,Bgwhite,1,1
4172,MichaelQSchmidt,Bgwhite,1,1
4173,John F. Lewis,Bgwhite,1,1
4174,Dengero,Bgwhite,1,1
4175,Agathoclea,Bgwhite,-1,1
4176,Samsara,Bgwhite,-1,1
4177,WilyD,Bgwhite,-1,1
4178,Colonel Warden,Bgwhite,-1,1
4179,WereSpielChequers,Bgwhite,-1,1
4180,John,Bgwhite,-1,1
4181,Jusdafax,Bgwhite,-1,1
4182,Malleus Fatuorum,Bgwhite,-1,1
4183,Casliber,Bgwhite,-1,1
4184,Julia W,Bgwhite,-1,1
4185,Phil Bridger,Bgwhite,-1,1
4186,Trusilver,Bgwhite,-1,1
4187,Sparklism,Bgwhite,-1,1
4188,Dennis Brown,Bgwhite,0,1
4189,Paul Erik,Bgwhite,0,1
4190,Thine Antique Pen,Crisco 1492,1,1
4191,Bobrayner,Crisco 1492,1,1
4192,Gilderien,Crisco 1492,1,1
4193,Nick-D,Crisco 1492,1,1
4194,Reaper Eternal,Crisco 1492,1,1
4195,Pol430,Crisco 1492,1,1
4196,Graeme Bartlett,Crisco 1492,1,1
4197,Bmusician,Crisco 1492,1,1
4198,Peripitus,Crisco 1492,1,1
4199,Casliber,Crisco 1492,1,1
4200,Pharaoh of the Wizards,Crisco 1492,1,1
4201,Kiefer.Wolfowitz,Crisco 1492,1,1
4202,Rcsprinter123,Crisco 1492,1,1
4203,ansumang,Crisco 1492,1,1
4204,MathewTownsend,Crisco 1492,1,1
4205,Lord Roem,Crisco 1492,1,1
4206,Morning Sunshine,Crisco 1492,1,1
4207,Master&Expert,Crisco 1492,1,1
4208,Rich Farmbrough,Crisco 1492,1,1
4209,Khazar2,Crisco 1492,1,1
4210,Axl,Crisco 1492,1,1
4211,Mark Arsten,Crisco 1492,1,1
4212,Secret,Crisco 1492,1,1
4213,GrahamColm,Crisco 1492,1,1
4214,Sven Manguard,Crisco 1492,1,1
4215,S Marshall,Crisco 1492,1,1
4216,Stephen,Crisco 1492,1,1
4217,MichaelQSchmidt,Crisco 1492,1,1
4218,BuickCenturyDriver,Crisco 1492,1,1
4219,Jedd Raynier,Crisco 1492,1,1
4220,GabeMc,Crisco 1492,1,1
4221,Materialscientist,Crisco 1492,1,1
4222,Zanhe,Crisco 1492,1,1
4223,Bill william compton,Crisco 1492,1,1
4224,Eustress,Crisco 1492,1,1
4225,PumpkinSky,Crisco 1492,1,1
4226,Tony1,Crisco 1492,1,1
4227,Dennis Brown,Crisco 1492,1,1
4228,Scottywong,Crisco 1492,1,1
4229,Br'er Rabbit,Crisco 1492,1,1
4230,Maunus,Crisco 1492,1,1
4231,Tim riley,Crisco 1492,1,1
4232,Dipankan001,Crisco 1492,1,1
4233,WaitingForConnection,Crisco 1492,1,1
4234,Ryan Vesey,Crisco 1492,1,1
4235,Cyberpower678,Crisco 1492,1,1
4236,Wehwalt,Crisco 1492,1,1
4237,The Interior,Crisco 1492,1,1
4238,HueSatLum,Crisco 1492,1,1
4239,Chedzilla,Crisco 1492,1,1
4240,Grapple X,Crisco 1492,1,1
4241,Wizardman,Crisco 1492,1,1
4242,Torreslfchero,Crisco 1492,1,1
4243,Jan eissfeldt,Crisco 1492,1,1
4244,SilkTork,Crisco 1492,1,1
4245,SatuSuro,Crisco 1492,1,1
4246,Jenks24,Crisco 1492,1,1
4247,Rsrikanth05,Crisco 1492,1,1
4248,Brookie,Crisco 1492,1,1
4249,MONGO,Crisco 1492,1,1
4250,Kudpung,Crisco 1492,1,1
4251,RexxS,Crisco 1492,1,1
4252,Gerda Arendt,Crisco 1492,1,1
4253,Electriccatfish2,Crisco 1492,1,1
4254,Newyorkbrad,Crisco 1492,1,1
4255,Modernist,Crisco 1492,1,1
4256,Skier Dude,Crisco 1492,1,1
4257,Diannaa,Crisco 1492,1,1
4258,SL93,Crisco 1492,1,1
4259,Kierzek,Crisco 1492,1,1
4260,Milowent,Crisco 1492,1,1
4261,Salvidrim,Crisco 1492,1,1
4262,Graham87,Crisco 1492,1,1
4263,Antidiskriminator,Crisco 1492,1,1
4264,Vensatry,Crisco 1492,1,1
4265,Steven Zhang,Crisco 1492,1,1
4266,Pdcook,Crisco 1492,1,1
4267,RP459,Crisco 1492,1,1
4268,Foxj,Crisco 1492,1,1
4269,Wilbysuffolk,Crisco 1492,1,1
4270,Minimac,Crisco 1492,1,1
4271,Mkdw,Crisco 1492,1,1
4272,Rogerd,Crisco 1492,1,1
4273,TowTrucker,Crisco 1492,1,1
4274,kennedy,Crisco 1492,1,1
4275,Vibhijain,Crisco 1492,1,1
4276,Livitup,Crisco 1492,1,1
4277,Ymblanter,Crisco 1492,1,1
4278,Keilana,Crisco 1492,1,1
4279,The Illusive Man,Crisco 1492,1,1
4280,Drmies,Crisco 1492,1,1
4281,Monterey Bay,Crisco 1492,1,1
4282,NTox,Crisco 1492,1,1
4283,The ed17,Crisco 1492,1,1
4284,Mike 7,Crisco 1492,1,1
4285,Mr. Stradivarius,Crisco 1492,1,1
4286,CapMan07008,Crisco 1492,1,1
4287,ZappaOMati,Crisco 1492,1,1
4288,Yngvadottir,Crisco 1492,1,1
4289,My76Strat,Crisco 1492,1,1
4290,Dr. Blofeld,Crisco 1492,1,1
4291,Mailer diablo,Crisco 1492,1,1
4292,Royalbroil,Crisco 1492,1,1
4293,ChromaNebula,Crisco 1492,1,1
4294,Tryptofish,Crisco 1492,1,1
4295,Bluerasberry,Crisco 1492,1,1
4296,UnbelievableError,Crisco 1492,1,1
4297,Shadowjams,Crisco 1492,1,1
4298,Connormah,Crisco 1492,1,1
4299,TheGeneralUser,Crisco 1492,1,1
4300,Monty845,Crisco 1492,-1,1
4301,,Crisco 1492,-1,1
4302,Malleus Fatuorum,Crisco 1492,-1,1
4303,Paul Erik,Crisco 1492,-1,1
4304,Tom Morris,Crisco 1492,-1,1
4305,Phil Bridger,Crisco 1492,-1,1
4306,KTC,Crisco 1492,-1,1
4307,Hut 8.5,Crisco 1492,-1,1
4308,Martijn Hoekstra,Crisco 1492,-1,1
4309,Colonel Warden,Crisco 1492,-1,1
4310,Vejvančický,Crisco 1492,-1,1
4311,Salvio  giuliano,Crisco 1492,-1,1
4312,Canuckian89,Crisco 1492,0,1
4313,Achowat,Crisco 1492,0,1
4314,TruPepitoM,Crisco 1492,0,1
4315,Jac16888,De728631,1,1
4316,Filelakeshoe,De728631,1,1
4317,Egg Centric,De728631,1,1
4318,Mike 7,De728631,1,1
4319,Jedd Raynier,De728631,1,1
4320,Deb,De728631,1,1
4321,Crisco 1492,De728631,1,1
4322,Dennis Brown,De728631,1,1
4323,Dank,De728631,1,1
4324,Shawn in Montreal,De728631,1,1
4325,Hahc21,De728631,1,1
4326,Newyorkbrad,De728631,1,1
4327,Mysterytrey,De728631,1,1
4328,Keilana,De728631,1,1
4329,JoeSperrazza,De728631,1,1
4330,Lord Roem,De728631,1,1
4331,Joe Decker,De728631,1,1
4332,MJ94,De728631,1,1
4333,Coren,De728631,1,1
4334,MelanieN,De728631,1,1
4335,Peridon,De728631,1,1
4336,Kusma,De728631,1,1
4337,Axl,De728631,1,1
4338,SoWhy,De728631,1,1
4339,Someguy1221,De728631,1,1
4340,The ed17,De728631,1,1
4341,PumpkinSky,De728631,1,1
4342,GabeMc,De728631,1,1
4343,Paul Erik,De728631,1,1
4344,Lothar von Richthofen,De728631,1,1
4345,Torreslfchero,De728631,1,1
4346,Boing! said Zebedee,De728631,1,1
4347,Vibhijain,De728631,1,1
4348,Morning Sunshine,De728631,1,1
4349,IRWolfie-,De728631,1,1
4350,AutomaticStrikeout,De728631,1,1
4351,Evanh2008,De728631,1,1
4352,AGK,De728631,1,1
4353,Malcolmxl5,De728631,1,1
4354,Stephen,De728631,1,1
4355,Gilderien,De728631,1,1
4356,RP459,De728631,1,1
4357,HueSatLum,De728631,1,1
4358,Sparklism,De728631,1,1
4359,Mailer diablo,De728631,1,1
4360,Modernist,De728631,1,1
4361,Philippe,De728631,1,1
4362,Electriccatfish2,De728631,1,1
4363,Pharaoh of the Wizards,De728631,1,1
4364,Kiefer.Wolfowitz,De728631,1,1
4365,Casliber,De728631,1,1
4366,Callanecc,De728631,1,1
4367,Manning Bartlett,De728631,1,1
4368,Kudpung,De728631,1,1
4369,Wagino 20100516,De728631,1,1
4370,Tryptofish,De728631,1,1
4371,Doctree,De728631,1,1
4372,Slon02,De728631,1,1
4373,BuickCenturyDriver,De728631,1,1
4374,Cyberpower678,De728631,1,1
4375,Ironholds,De728631,1,1
4376,Jorgath,De728631,1,1
4377,GiantSnowman,De728631,1,1
4378,Ryan Vesey,De728631,1,1
4379,Mr. Stradivarius,De728631,1,1
4380,Jusdafax,De728631,1,1
4381,Thine Antique Pen,De728631,1,1
4382,Strike Eagle,De728631,1,1
4383,Isarra,De728631,1,1
4384,Kierzek,De728631,1,1
4385,TheGeneralUser,De728631,1,1
4386,KTC,De728631,1,1
4387,DoriSmith,De728631,1,1
4388,SlimVirgin,De728631,1,1
4389,Pedro,Dennis Brown,1,1
4390,Keilana,Dennis Brown,1,1
4391,Gilderien,Dennis Brown,1,1
4392,Boing! said Zebedee,Dennis Brown,1,1
4393,Strange Passerby,Dennis Brown,1,1
4394,Whenaxis,Dennis Brown,1,1
4395,MisterGugaruz,Dennis Brown,1,1
4396,ItsZippy,Dennis Brown,1,1
4397,Saedon,Dennis Brown,1,1
4398,Drla8th!,Dennis Brown,1,1
4399,Nick Wilson,Dennis Brown,1,1
4400,Frank,Dennis Brown,1,1
4401,EdJohnston,Dennis Brown,1,1
4402,Secret,Dennis Brown,1,1
4403,Edison,Dennis Brown,1,1
4404,kelapstick,Dennis Brown,1,1
4405,Elen of the Roads,Dennis Brown,1,1
4406,28bytes,Dennis Brown,1,1
4407,Mojoworker,Dennis Brown,1,1
4408,PCHS-NJROTC,Dennis Brown,1,1
4409,Guerillero,Dennis Brown,1,1
4410,Fetchcomms,Dennis Brown,1,1
4411,Bmusician,Dennis Brown,1,1
4412,Nyttend,Dennis Brown,1,1
4413,Lord Roem,Dennis Brown,1,1
4414,Steven Zhang,Dennis Brown,1,1
4415,Carrite,Dennis Brown,1,1
4416,Vensatry,Dennis Brown,1,1
4417,A412,Dennis Brown,1,1
4418,Catfish Jim,Dennis Brown,1,1
4419,Mtking,Dennis Brown,1,1
4420,Mr little irish,Dennis Brown,1,1
4421,Deb,Dennis Brown,1,1
4422,Brookie,Dennis Brown,1,1
4423,Cyberpower678,Dennis Brown,1,1
4424,Wikiwind,Dennis Brown,1,1
4425,Basalisk,Dennis Brown,1,1
4426,Sparklism,Dennis Brown,1,1
4427,Bruvtakesover,Dennis Brown,1,1
4428,GMolewaterdelaRiveBox,Dennis Brown,1,1
